t,tf0,ts0
132438.55,873.3935,867.42957
132466.08,873.3657,867.39166
132493.61,873.3377,867.3535
132521.14,873.3095,867.31525
132548.67,873.28107,867.27673
132576.2,873.25244,867.238
132603.75,873.2235,867.1991
132631.28,873.19446,867.1599
132658.81,873.1651,867.1206
132686.34,873.13556,867.0811
132713.88,873.1058,867.0413
132741.4,873.07574,867.00134
132768.95,873.0454,866.9612
132796.48,873.0149,866.92084
132824.02,872.9842,866.88025
132851.55,872.95325,866.8394
132879.08,872.922,866.79846
132906.62,872.89044,866.7572
132934.16,872.85876,866.71576
132961.69,872.8268,866.67413
132989.22,872.79456,866.63226
133016.75,872.7621,866.5901
133044.28,872.7293,866.54785
133071.83,872.6963,866.50525
133099.36,872.6631,866.4625
133126.89,872.6296,866.4195
133154.42,872.59576,866.3762
133181.95,872.5617,866.33276
133209.48,872.5274,866.28906
133237.03,872.4928,866.2452
133264.56,872.458,866.20105
133292.1,872.4228,866.1567
133319.62,872.3874,866.1121
133347.16,872.35175,866.0672
133374.7,872.31573,866.0221
133402.23,872.2795,865.97675
133429.77,872.243,865.9312
133457.3,872.2061,865.88544
133484.83,872.169,865.8393
133512.36,872.1316,865.7931
133539.9,872.0939,865.7465
133567.44,872.05585,865.6997
133594.97,872.0175,865.6527
133622.5,871.97894,865.60535
133650.03,871.94006,865.55786
133677.56,871.9008,865.51013
133705.11,871.8612,865.46204
133732.64,871.82135,865.41376
133760.17,871.7812,865.3652
133787.7,871.7407,865.3164
133815.23,871.69995,865.2673
133842.78,871.65875,865.218
133870.31,871.6173,865.16833
133897.84,871.57556,865.1185
133925.38,871.5334,865.06836
133952.9,871.49097,865.018
133980.44,871.4481,864.9674
134007.98,871.40497,864.9163
134035.52,871.3616,864.86523
134063.05,871.31775,864.8138
134090.58,871.27356,864.76196
134118.11,871.229,864.70996
134145.64,871.18414,864.6577
134173.19,871.1389,864.6051
134200.72,871.09326,864.5522
134228.25,871.04736,864.49915
134255.78,871.00104,864.44574
134283.31,870.95435,864.392
134310.86,870.9072,864.338
134338.39,870.85986,864.28375
134365.92,870.812,864.2292
134393.45,870.7638,864.1743
134420.98,870.7152,864.11914
134448.52,870.6662,864.0637
134476.06,870.6168,864.00806
134503.6,870.567,863.952
134531.12,870.5169,863.8956
134558.66,870.4663,863.83905
134586.19,870.4153,863.7821
134613.72,870.364,863.7249
134641.27,870.31213,863.66736
134668.8,870.25995,863.6095
134696.33,870.2073,863.55133
134723.86,870.1543,863.4929
134751.39,870.10077,863.4341
134778.94,870.0468,863.37506
134806.47,869.9925,863.3157
134834.0,869.93774,863.2559
134861.53,869.8825,863.1959
134889.06,869.82684,863.1356
134916.6,869.7707,863.07495
134944.14,869.7141,863.0139
134971.67,869.6571,862.95264
134999.2,869.5996,862.891
135026.73,869.5417,862.8291
135054.27,869.4833,862.76685
135081.8,869.4244,862.7043
135109.34,869.365,862.6413
135136.88,869.3051,862.578
135164.4,869.2448,862.5144
135191.94,869.18396,862.45044
135219.47,869.1226,862.3862
135247.02,869.0608,862.32153
135274.55,868.9985,862.2566
135302.08,868.93567,862.19135
135329.61,868.8723,862.1257
135357.14,868.80853,862.0597
135384.67,868.7442,861.9933
135412.22,868.67926,861.9267
135439.75,868.61383,861.8596
135467.28,868.54785,861.7923
135494.81,868.48145,861.72455
135522.34,868.4144,861.6564
135549.88,868.3468,861.588
135577.42,868.27875,861.51917
135604.95,868.21,861.4501
135632.48,868.1408,861.3805
135660.02,868.071,861.31067
135687.55,868.0006,861.2404
135715.1,867.9296,861.1697
135742.62,867.8581,861.09875
135770.16,867.78613,861.02747
135797.69,867.7134,860.95575
135825.22,867.6401,860.8836
135852.75,867.56616,860.8111
135880.3,867.4916,860.7383
135907.83,867.41644,860.665
135935.36,867.3408,860.5914
135962.89,867.2644,860.5175
135990.42,867.18744,860.4431
136017.95,867.1099,860.3683
136045.5,867.0316,860.29315
136073.03,866.95276,860.21765
136100.56,866.87317,860.1417
136128.1,866.7931,860.0654
136155.62,866.7122,859.98883
136183.16,866.63074,859.9117
136210.7,866.5485,859.83417
136238.23,866.4656,859.75635
136265.77,866.3821,859.67804
136293.3,866.2979,859.59937
136320.83,866.21295,859.52026
136348.38,866.1273,859.44073
136375.9,866.04095,859.36084
136403.44,865.9539,859.28064
136430.97,865.8662,859.19995
136458.5,865.7778,859.1188
136486.03,865.68854,859.0373
136513.58,865.5985,858.9554
136541.11,865.5079,858.873
136568.64,865.4164,858.7902
136596.17,865.3242,858.707
136623.7,865.23126,858.6235
136651.23,865.13745,858.5394
136678.78,865.04285,858.4549
136706.31,864.94763,858.37024
136733.84,864.8516,858.2848
136761.38,864.75476,858.19904
136788.9,864.657,858.1129
136816.45,864.55853,858.02637
136843.98,864.45917,857.93933
136871.52,864.3591,857.8519
136899.05,864.2582,857.76404
136926.58,864.1563,857.67566
136954.11,864.0537,857.587
136981.66,863.95013,857.4978
137009.19,863.8458,857.4082
137036.72,863.7405,857.31805
137064.25,863.63446,857.2276
137091.78,863.52747,857.1366
137119.31,863.4196,857.04517
137146.86,863.3108,856.95337
137174.39,863.2011,856.8611
137201.92,863.0906,856.7682
137229.45,862.97906,856.6751
137256.98,862.8665,856.5815
137284.53,862.75323,856.4873
137312.06,862.63885,856.39276
137339.6,862.52356,856.2978
137367.12,862.4073,856.2023
137394.66,862.29016,856.10626
137422.19,862.17194,856.0098
137449.73,862.05273,855.913
137477.27,861.9326,855.8156
137504.8,861.81146,855.7179
137532.33,861.6893,855.6196
137559.86,861.56604,855.5209
137587.39,861.44183,855.4217
137614.94,861.3165,855.32196
137642.47,861.19025,855.2218
137670.0,861.0629,855.1212
137697.53,860.93445,855.02014
137725.06,860.805,854.9186
137752.61,860.67444,854.8164
137780.14,860.54266,854.71387
137807.67,860.41,854.61084
137835.2,860.27606,854.5073
137862.73,860.1411,854.40344
137890.27,860.00494,854.29895
137917.81,859.86774,854.194
137945.34,859.7294,854.0885
137972.88,859.58984,853.98254
138000.4,859.4491,853.8761
138027.94,859.3071,853.76917
138055.47,859.16406,853.6618
138083.02,859.01965,853.5539
138110.55,858.87427,853.44556
138138.08,858.72766,853.3366
138165.61,858.5798,853.2271
138193.14,858.43054,853.11725
138220.69,858.2802,853.0069
138248.22,858.12854,852.89594
138275.75,857.9756,852.78467
138303.28,857.8215,852.67267
138330.81,857.666,852.56024
138358.34,857.5093,852.4473
138385.89,857.35114,852.33386
138413.42,857.1918,852.21985
138440.95,857.03107,852.10547
138468.48,856.8691,851.9906
138496.02,856.7057,851.87506
138523.55,856.5409,851.759
138551.1,856.3749,851.64246
138578.62,856.2072,851.5256
138606.16,856.0384,851.4081
138633.69,855.8681,851.2899
138661.22,855.6964,851.1713
138688.77,855.5231,851.0522
138716.3,855.34875,850.9325
138743.83,855.1726,850.81244
138771.36,854.9952,850.6918
138798.89,854.81635,850.5706
138826.42,854.63586,850.4487
138853.97,854.4538,850.3264
138881.5,854.27045,850.20355
138909.03,854.08545,850.08026
138936.56,853.8992,849.95654
138964.1,853.71106,849.8321
138991.62,853.52155,849.70703
139019.17,853.33026,849.58154
139046.7,853.13763,849.4555
139074.23,852.9435,849.329
139101.77,852.74756,849.20197
139129.3,852.55023,849.0742
139156.84,852.35095,848.9461
139184.38,852.15015,848.8174
139211.9,851.9479,848.68805
139239.44,851.74384,848.5582
139266.97,851.5381,848.4276
139294.5,851.3307,848.297
139322.05,851.1214,848.1654
139349.58,850.9107,848.0333
139377.11,850.6981,847.9007
139404.64,850.4838,847.76776
139432.17,850.2679,847.63403
139459.7,850.05023,847.49976
139487.25,849.8306,847.3647
139514.78,849.60913,847.2295
139542.31,849.3862,847.09357
139569.84,849.16125,846.9568
139597.38,848.9345,846.8199
139624.9,848.7059,846.68207
139652.45,848.47534,846.5438
139679.98,848.24316,846.4049
139707.52,848.00903,846.2657
139735.05,847.77313,846.12555
139762.58,847.5351,845.98505
139790.12,847.2951,845.8438
139817.66,847.05347,845.7023
139845.19,846.8098,845.5601
139872.72,846.5639,845.4172
139900.25,846.31635,845.27356
139927.78,846.0669,845.1295
139955.33,845.81525,844.98474
139982.86,845.5616,844.8396
140010.39,845.306,844.6937
140037.92,845.04846,844.54724
140065.45,844.7888,844.4003
140092.98,844.52704,844.25275
140120.53,844.2633,844.1044
140148.06,843.99744,843.95544
140175.6,843.72943,843.80615
140203.12,843.45935,843.656
140230.66,843.1874,843.5053
140258.2,842.9129,843.354
140285.73,842.6367,843.2023
140313.27,842.35803,843.0495
140340.8,842.0773,842.89636
140368.33,841.79425,842.7427
140395.86,841.50916,842.58826
140423.4,841.2216,842.43304
140450.94,840.9321,842.2774
140478.47,840.6404,842.121
140506.0,840.3465,841.96436
140533.53,840.0501,841.8064
140561.06,839.7518,841.6482
140588.61,839.4508,841.48926
140616.14,839.14764,841.3299
140643.67,838.8423,841.16956
140671.2,838.53455,841.00885
140698.73,838.2246,840.84717
140726.28,837.9121,840.6848
140753.81,837.59717,840.52203
140781.34,837.2803,840.3585
140808.88,836.9609,840.1944
140836.4,836.6388,840.0294
140863.94,836.3147,839.86395
140891.48,835.9879,839.69745
140919.02,835.65894,839.5305
140946.55,835.3276,839.3631
140974.08,834.9935,839.1944
141001.61,834.65717,839.0256
141029.14,834.31836,838.8559
141056.69,833.9767,838.68536
141084.22,833.6328,838.5142
141111.75,833.2866,838.3423
141139.28,832.9378,838.1697
141166.81,832.58673,837.9963
141194.36,832.2326,837.82214
141221.89,831.8762,837.6472
141249.42,831.5174,837.47174
141276.95,831.15576,837.2955
141304.48,830.792,837.11835
141332.02,830.4252,836.9407
141359.56,830.05597,836.762
141387.1,829.684,836.5824
141414.62,829.30975,836.4026
141442.16,828.9328,836.2217
141469.69,828.5533,836.03986
141497.22,828.171,835.85754
141524.77,827.78625,835.6741
141552.3,827.3988,835.48987
141579.83,827.0087,835.3051
141607.36,826.61597,835.1193
141634.89,826.2205,834.93286
141662.44,825.82227,834.7454
141689.97,825.4215,834.5572
141717.5,825.0182,834.3681
141745.03,824.6121,834.1784
141772.56,824.2033,833.9876
141800.1,823.79205,833.7958
141827.64,823.3776,833.60345
141855.17,822.96075,833.4102
141882.7,822.5412,833.2159
141910.23,822.1189,833.0209
141937.77,821.6941,832.82465
141965.3,821.2662,832.62775
141992.84,820.8355,832.42993
142020.38,820.4025,832.23114
142047.9,819.96686,832.0317
142075.44,819.52795,831.8309
142102.97,819.08655,831.6295
142130.52,818.6421,831.42664
142158.05,818.1956,831.22327
142185.58,817.7463,831.0187
142213.11,817.2938,830.81354
142240.64,816.8389,830.60693
142268.17,816.3814,830.39954
142295.72,815.9203,830.191
142323.25,815.4575,829.9816
142350.78,814.99133,829.7712
142378.31,814.5226,829.5595
142405.84,814.0516,829.34674
142433.38,813.5773,829.13336
142460.92,813.1004,828.91846
142488.45,812.6209,828.7025
142515.98,812.1384,828.486
142543.52,811.65375,828.26776
142571.05,811.1661,828.0488
142598.6,810.6752,827.8285
142626.12,810.1821,827.6073
142653.66,809.68634,827.38477
142681.19,809.1882,827.16095
142708.72,808.68695,826.9364
142736.25,808.183,826.7102
142763.8,807.6762,826.48303
142791.33,807.16754,826.25476
142818.86,806.6556,826.0252
142846.39,806.14105,825.7944
142873.92,805.62427,825.56226
142901.45,805.1046,825.329
142929.0,804.5819,825.09406
142956.53,804.05756,824.85846
142984.06,803.5298,824.62115
143011.6,802.9998,824.38275
143039.12,802.46735,824.1429
143066.66,801.9321,823.902
143094.2,801.3943,823.6593
143121.73,800.8541,823.4156
143149.27,800.3116,823.1702
143176.8,799.7664,822.9237
143204.33,799.2187,822.6759
143231.88,798.6684,822.4261
143259.4,798.11536,822.17535
143286.94,797.56085,821.92285
143314.47,797.0036,821.6693
143342.0,796.4437,821.41394
143369.53,795.8813,821.1572
143397.08,795.3168,820.899
143424.61,794.74963,820.6392
143452.14,794.18054,820.3779
143479.67,793.6091,820.115
143507.2,793.03516,819.8505
143534.73,792.45953,819.5844
143562.28,791.88116,819.3168
143589.81,791.30035,819.0474
143617.34,790.7177,818.7766
143644.88,790.133,818.50385
143672.4,789.5459,818.2295
143699.95,788.9568,817.9535
143727.48,788.3658,817.6756
143755.02,787.77246,817.39636
143782.55,787.17706,817.1149
143810.08,786.5798,816.8321
143837.61,785.98065,816.54767
143865.16,785.37897,816.26086
143892.69,784.7763,815.9722
143920.22,784.17096,815.6824
143947.75,783.56433,815.39014
143975.28,782.95544,815.09595
144002.81,782.3446,814.8004
144030.36,781.73175,814.50226
144057.89,781.11786,814.2025
144085.42,780.5017,813.9008
144112.95,779.8844,813.59717
144140.48,779.26556,813.2918
144168.03,778.6442,812.98364
144195.56,778.02167,812.6738
144223.1,777.3975,812.3621
144250.62,776.77234,812.04846
144278.16,776.1452,811.73224
144305.69,775.5171,811.4143
144333.23,774.88684,811.0939
144360.77,774.25574,810.7717
144388.3,773.62274,810.44714
144415.83,772.9888,810.12006
144443.36,772.3537,809.79126
144470.89,771.7174,809.4601
144498.44,771.079,809.12616
144525.97,770.4405,808.79065
144553.5,769.8003,808.4522
144581.03,769.1599,808.11206
144608.56,768.5175,807.7694
144636.11,767.8742,807.42395
144663.64,767.23016,807.0763
144691.17,766.58514,806.7267
144718.7,765.93933,806.3738
144746.23,765.2925,806.0194
144773.77,764.64496,805.66174
144801.31,763.9964,805.3016
144828.84,763.3476,804.9392
144856.38,762.69794,804.57446
144883.9,762.0473,804.2071
144911.44,761.3966,803.83716
144938.97,760.7451,803.4643
144966.52,760.0927,803.08923
144994.05,759.44025,802.71136
145021.58,758.7878,802.3305
145049.11,758.1339,801.9474
145076.64,757.48035,801.56146
145104.19,756.8261,801.17236
145131.72,756.17194,800.78107
145159.25,755.5174,800.38696
145186.78,754.86304,799.9902
145214.31,754.2082,799.59045
145241.84,753.5537,799.1882
145269.39,752.89825,798.7822
145296.92,752.2434,798.3744
145324.45,751.5887,797.9634
145351.98,750.9338,797.5495
145379.52,750.2792,797.1323
145407.05,749.62494,796.7128
145434.6,748.9706,796.28986
145462.12,748.3168,795.8635
145489.66,747.66327,795.43506
145517.19,747.01,795.0039
145544.72,746.3572,794.56915
145572.27,745.70404,794.13153
145599.8,745.05255,793.6907
145627.33,744.40106,793.2469
145654.86,743.75024,792.80035
145682.39,743.1002,792.351
145709.92,742.4508,791.8978
145737.47,741.80115,791.4415
145765.0,741.15326,790.98285
145792.53,740.50616,790.52075
145820.06,739.8592,790.05536
145847.6,739.21405,789.5869
145875.12,738.5695,789.1158
145902.67,737.9255,788.64044
145930.2,737.2827,788.16296
145957.73,736.64124,787.68195
145985.27,736.0003,787.19794
146012.8,735.3612,786.7107
146040.34,734.7224,786.22015
146067.88,734.0853,785.7266
146095.4,733.4496,785.22943
146122.94,732.81494,784.7301
146150.47,732.18146,784.2265
146178.0,731.5496,783.7208
146205.55,730.919,783.2111
146233.08,730.2903,782.6985
146260.61,729.6621,782.1827
146288.14,729.03595,781.6642
146315.67,728.4118,781.1418
146343.2,727.7888,780.617
146370.75,727.16705,780.08856
146398.28,726.54767,779.55707
146425.81,725.92944,779.0221
146453.34,725.31335,778.48474
146480.88,724.6987,777.9449
146508.4,724.08594,777.4006
146535.95,723.47504,776.854
146563.48,722.86664,776.30347
146591.02,722.2595,775.75085
146618.55,721.6546,775.1949
146646.08,721.05115,774.63605
146673.62,720.4496,774.0735
146701.16,719.85095,773.5091
146728.69,719.2537,772.9411
146756.22,718.6589,772.3705
146783.75,718.0662,771.79736
146811.28,717.4752,771.2211
146838.83,716.8866,770.642
146866.36,716.3001,770.05963
146893.89,715.71594,769.4747
146921.42,715.1345,768.8872
146948.95,714.55505,768.2976
146976.48,713.9779,767.7044
147004.03,713.4029,767.1085
147031.56,712.8302,766.51117
147059.1,712.25995,765.9104
147086.62,711.6928,765.30707
147114.16,711.1275,764.7012
147141.7,710.5647,764.0931
147169.23,710.00433,763.48303
147196.77,709.4466,762.8704
147224.3,708.8917,762.25543
147251.83,708.33887,761.6377
147279.36,707.78864,761.01855
147306.9,707.2404,760.39685
147334.44,706.69574,759.7727
147361.97,706.15375,759.1474
147389.5,705.61426,758.5194
147417.03,705.0776,757.8898
147444.56,704.5429,757.25916
147472.11,704.0112,756.62524
147499.64,703.4822,755.98987
147527.17,702.9562,755.3528
147554.7,702.4325,754.7145
147582.23,701.9119,754.07446
147609.78,701.3938,753.433
147637.31,700.8788,752.7894
147664.84,700.3669,752.1461
147692.38,699.857,751.49976
147719.9,699.3503,750.85333
147747.44,698.8464,750.20496
147774.98,698.3452,749.55566
147802.52,697.84705,748.9052
147830.05,697.3519,748.25366
147857.58,696.8595,747.60175
147885.11,696.37,746.9487
147912.64,695.8831,746.2943
147940.19,695.39923,745.6396
147967.72,694.91815,744.98474
147995.25,694.4403,744.32965
148022.78,693.9652,743.6731
148050.31,693.4933,743.0161
148077.86,693.02356,742.3592
148105.39,692.5573,741.70135
148132.92,692.0938,741.04425
148160.45,691.63354,740.3872
148187.98,691.176,739.72943
148215.52,690.7213,739.0718
148243.06,690.2697,738.4146
148270.6,689.8209,737.7574
148298.12,689.37537,737.1009
148325.66,688.93243,736.4444
148353.19,688.4927,735.7888
148380.72,688.0557,735.13367
148408.27,687.6215,734.4782
148435.8,687.19037,733.8242
148463.33,686.7624,733.1705
148490.86,686.33716,732.51794
148518.39,685.9149,731.8662
148545.94,685.4957,731.2151
148573.47,685.0792,730.5658
148601.0,684.6659,729.9177
148628.53,684.2555,729.2702
148656.06,683.8479,728.6234
148683.6,683.44324,727.97894
148711.14,683.0412,727.3354
148738.67,682.6424,726.69354
148766.2,682.24634,726.0534
148793.73,681.8534,725.4153
148821.27,681.46326,724.7775
148848.8,681.07605,724.14307
148876.34,680.6915,723.50885
148903.88,680.3098,722.87823
148931.4,679.9314,722.2484
148958.94,679.55536,721.62146
148986.47,679.1825,720.9961
149014.02,678.8122,720.3725
149041.55,678.4449,719.7516
149069.08,678.08057,719.1338
149096.61,677.7189,718.51715
149124.14,677.35986,717.904
149151.67,677.00385,717.2928
149179.22,676.6503,716.68365
149206.75,676.2999,716.07745
149234.28,675.952,715.474
149261.81,675.607,714.8728
149289.34,675.2647,714.2748
149316.88,674.92554,713.67975
149344.42,674.58844,713.0869
149371.95,674.25415,712.49805
149399.48,673.92285,711.9105
149427.02,673.5939,711.327
149454.55,673.26807,710.7464
149482.1,672.9445,710.1694
149509.62,672.6238,709.59485
149537.16,672.30566,709.0237
149564.69,671.9901,708.4555
149592.22,671.6773,707.8903
149619.75,671.36694,707.3297
149647.3,671.0591,706.771
149674.83,670.75397,706.21643
149702.36,670.45135,705.66504
149729.89,670.1516,705.11694
149757.42,669.854,704.5725
149784.95,669.55896,704.03235
149812.5,669.2664,703.4934
149840.03,668.97644,702.9595
149867.56,668.68884,702.4288
149895.1,668.4037,701.9016
149922.62,668.1212,701.3787
149950.16,667.84094,700.8586
149977.7,667.5631,700.34247
150005.23,667.28784,699.8296
150032.77,667.01483,699.32104
150060.3,666.74426,698.81555
150087.83,666.4761,698.3141
150115.38,666.21014,697.8159
150142.9,665.9464,697.3217
150170.44,665.6853,696.8319
150197.97,665.42633,696.3452
150225.5,665.1696,695.8619
150253.03,664.9153,695.38324
150280.58,664.6631,694.9074
150308.11,664.41315,694.43555
150335.64,664.1656,693.96783
150363.17,663.9201,693.5034
150390.7,663.677,693.0431
150418.23,663.4359,692.58673
150445.78,663.1968,692.1336
150473.31,662.9602,691.6847
150500.84,662.72546,691.23944
150528.38,662.49304,690.7976
150555.9,662.26263,690.3601
150583.45,662.0342,689.92566
150610.98,661.8081,689.49554
150638.52,661.58386,689.06885
150666.05,661.3617,688.6455
150693.58,661.1416,688.2267
150721.11,660.92365,687.8115
150748.66,660.7074,687.39905
150776.19,660.49347,686.9911
150803.72,660.2814,686.5868
150831.25,660.0711,686.1859
150858.78,659.86285,685.78906
150886.31,659.6566,685.3954
150913.86,659.452,685.00525
150941.39,659.2495,684.6192
150968.92,659.04895,684.2364
150996.45,658.85016,683.8571
151023.98,658.65326,683.48193
151051.53,658.45807,683.1096
151079.06,658.2649,682.741
151106.6,658.0735,682.3756
151134.12,657.8838,682.01434
151161.66,657.69586,681.6567
151189.19,657.5097,681.30206
151216.73,657.32544,680.9501
151244.27,657.1427,680.6022
151271.8,656.96185,680.25793
151299.33,656.78253,679.9169
151326.86,656.60504,679.5789
151354.39,656.42914,679.2447
151381.94,656.2549,678.91315
151409.47,656.0824,678.58527
151437.0,655.9114,678.2606
151464.53,655.7422,677.9392
151492.06,655.57446,677.62115
151519.61,655.4083,677.30585
151547.14,655.2438,676.9935
151574.67,655.0809,676.6847
151602.2,654.9193,676.3788
151629.73,654.7595,676.07666
151657.27,654.601,675.77673
151684.81,654.44434,675.48004
151712.34,654.28894,675.1866
151739.88,654.13513,674.89594
151767.4,653.9827,674.6082
151794.94,653.8317,674.32367
151822.47,653.68225,674.0418
151850.02,653.5343,673.7628
151877.55,653.3876,673.48663
151905.08,653.24243,673.21326
151932.61,653.0986,672.94275
151960.14,652.95605,672.6752
151987.69,652.8149,672.41
152015.22,652.6752,672.1478
152042.75,652.5368,671.88806
152070.28,652.39984,671.6311
152097.81,652.26404,671.3771
152125.34,652.12964,671.12524
152152.89,651.99646,670.8762
152180.42,651.86456,670.62976
152207.95,651.734,670.3859
152235.48,651.6046,670.14453
152263.02,651.47656,669.9057
152290.55,651.34973,669.6693
152318.1,651.2241,669.4351
152345.62,651.09973,669.2036
152373.16,650.9765,668.9744
152400.69,650.8545,668.74756
152428.22,650.7337,668.52344
152455.77,650.6139,668.30096
152483.3,650.4954,668.0812
152510.83,650.37805,667.8635
152538.36,650.26184,667.64844
152565.89,650.1467,667.4353
152593.42,650.0327,667.2246
152620.97,649.9198,667.0157
152648.5,649.808,666.80914
152676.03,649.69727,666.6046
152703.56,649.58765,666.40234
152731.1,649.47906,666.20215
152758.62,649.3716,666.004
152786.17,649.265,665.8081
152813.7,649.1594,665.6135
152841.23,649.0551,665.4219
152868.77,648.95166,665.23157
152896.3,648.8492,665.0435
152923.84,648.7478,664.8573
152951.38,648.6473,664.67285
152978.9,648.54785,664.49066
153006.44,648.4493,664.31006
153033.97,648.35175,664.1313
153061.5,648.2551,663.95447
153089.05,648.1593,663.7795
153116.58,648.0646,663.6061
153144.11,647.9707,663.4346
153171.64,647.8778,663.2649
153199.17,647.7857,663.09686
153226.7,647.6946,662.9305
153254.25,647.60425,662.7655
153281.78,647.51483,662.60284
153309.31,647.4263,662.4415
153336.84,647.3385,662.2818
153364.38,647.2517,662.1238
153391.9,647.1657,661.96735
153419.45,647.08044,661.8124
153446.98,646.99615,661.65906
153474.52,646.9126,661.50726
153502.05,646.82983,661.35693
153529.58,646.7479,661.2081
153557.12,646.66675,661.06085
153584.66,646.5863,660.91504
153612.19,646.50665,660.7706
153639.72,646.42786,660.62775
153667.25,646.34973,660.48627
153694.78,646.2724,660.3461
153722.33,646.19574,660.2073
153749.86,646.1199,660.07
153777.39,646.0448,659.934
153804.92,645.9704,659.79944
153832.45,645.89667,659.66614
153859.98,645.82367,659.53406
153887.53,645.7513,659.4034
153915.06,645.6797,659.27386
153942.6,645.6087,659.14575
153970.12,645.53845,659.0188
153997.66,645.4689,658.893
154025.2,645.39996,658.76855
154052.73,645.3317,658.64526
154080.27,645.26404,658.5233
154107.8,645.1971,658.40234
154135.33,645.13074,658.2826
154162.86,645.065,658.16406
154190.4,644.9999,658.04663
154217.94,644.9354,657.9302
154245.47,644.8716,657.81506
154273.0,644.8083,657.701
154300.53,644.74567,657.588
154328.06,644.68353,657.4761
154355.61,644.6221,657.3652
154383.14,644.5611,657.2552
154410.67,644.5008,657.1466
154438.2,644.44104,657.03876
154465.73,644.38184,656.932
154493.28,644.3231,656.8263
154520.81,644.265,656.7215
154548.34,644.20746,656.6178
154575.88,644.15045,656.515
154603.4,644.0939,656.4132
154630.94,644.03796,656.3123
154658.48,643.98254,656.2123
154686.02,643.92755,656.1133
154713.55,643.87317,656.0152
154741.08,643.8192,655.9181
154768.61,643.7658,655.8218
154796.14,643.7129,655.7263
154823.69,643.6604,655.6318
154851.22,643.60846,655.5382
154878.75,643.557,655.4454
154906.28,643.506,655.3533
154933.81,643.45544,655.2622
154961.36,643.4054,655.17194
154988.89,643.3557,655.0825
155016.42,643.3066,654.9938
155043.95,643.2579,654.90607
155071.48,643.2096,654.8189
155099.02,643.1618,654.73267
155126.56,643.1143,654.64716
155154.1,643.0674,654.56244
155181.62,643.0209,654.4784
155209.16,642.97473,654.39514
155236.69,642.929,654.31274
155264.22,642.88367,654.23096
155291.77,642.8388,654.14996
155319.3,642.7943,654.06964
155346.83,642.75024,653.9901
155374.36,642.70654,653.91113
155401.89,642.6632,653.8329
155429.44,642.62024,653.7554
155456.97,642.5777,653.6786
155484.5,642.5355,653.6024
155512.03,642.4938,653.52704
155539.56,642.45233,653.4522
155567.1,642.41125,653.37805
155594.64,642.3705,653.3045
155622.17,642.33014,653.23157
155649.7,642.29016,653.15936
155677.23,642.2505,653.08777
155704.77,642.21124,653.0168
155732.3,642.17224,652.94635
155759.84,642.1336,652.8766
155787.38,642.0953,652.80743
155814.9,642.05725,652.73883
155842.44,642.0197,652.6709
155869.97,641.9823,652.60345
155897.52,641.9453,652.5366
155925.05,641.9086,652.47034
155952.58,641.8722,652.40466
155980.11,641.8362,652.33954
156007.64,641.80035,652.275
156035.17,641.7649,652.21094
156062.72,641.7297,652.14746
156090.25,641.69476,652.08453
156117.78,641.66016,652.02203
156145.31,641.62585,651.9602
156172.84,641.59186,651.89886
156200.38,641.55804,651.8381
156227.92,641.52454,651.7776
156255.45,641.4914,651.7178
156282.98,641.45844,651.65845
156310.52,641.4258,651.5996
156338.05,641.3934,651.5413
156365.6,641.3612,651.4834
156393.12,641.3293,651.426
156420.66,641.2976,651.36914
156448.19,641.2663,651.31274
156475.72,641.2351,651.25684
156503.25,641.2042,651.20135
156530.8,641.1736,651.14624
156558.33,641.14307,651.0917
156585.86,641.113,651.0376
156613.39,641.083,650.9839
156640.92,641.0533,650.93066
156668.45,641.02374,650.87787
156696.0,640.9945,650.8255
156723.53,640.9654,650.77356
156751.06,640.9366,650.72205
156778.6,640.90796,650.67096
156806.12,640.8796,650.62036
156833.66,640.8514,650.57
156861.2,640.82336,650.5202
156888.73,640.7956,650.4707
156916.27,640.768,650.4217
156943.8,640.7406,650.37305
156971.33,640.71344,650.3248
156998.88,640.68646,650.277
157026.4,640.65967,650.2295
157053.94,640.63306,650.18243
157081.47,640.6066,650.1357
157109.0,640.5804,650.08936
157136.53,640.5543,650.04346
157164.08,640.5284,649.99786
157191.61,640.5027,649.95264
157219.14,640.4772,649.90784
157246.67,640.45184,649.8633
157274.2,640.42664,649.81915
157301.73,640.40155,649.7754
157329.28,640.3767,649.73193
157356.81,640.352,649.68884
157384.34,640.3275,649.64606
157411.88,640.3031,649.6037
157439.4,640.27893,649.5616
157466.95,640.2548,649.51984
157494.48,640.23096,649.47845
157522.02,640.20715,649.4374
157549.55,640.1835,649.3966
157577.08,640.16003,649.3562
157604.61,640.1367,649.3161
157632.16,640.1135,649.27637
157659.69,640.09045,649.2368
157687.22,640.0675,649.1977
157714.75,640.04474,649.1588
157742.28,640.0221,649.1202
157769.81,639.9996,649.082
157797.36,639.9772,649.0439
157824.89,639.9549,649.0062
157852.42,639.93274,648.9689
157879.95,639.91077,648.93176
157907.48,639.88885,648.895
157935.03,639.867,648.85846
157962.56,639.84534,648.8222
157990.1,639.8238,648.78625
158017.62,639.80237,648.75055
158045.16,639.781,648.71515
158072.69,639.75977,648.68
158100.23,639.7387,648.64514
158127.77,639.71765,648.6104
158155.3,639.6968,648.5761
158182.83,639.676,648.54205
158210.36,639.6552,648.5081
158237.89,639.63464,648.4746
158265.44,639.61414,648.4412
